prefix_length,Architecture Type,count,mean,std,min,25%,50%,75%,max
0,Hierarchical ReLU,1.0,562.9368247509003,,562.9368247509003,562.9368247509003,562.9368247509003,562.9368247509003,562.9368247509003
0,Hierarchical TE,1.0,1263.626403903961,,1263.626403903961,1263.626403903961,1263.626403903961,1263.626403903961,1263.626403903961
0,Single ReLU,1.0,445.61561880111697,,445.61561880111697,445.61561880111697,445.61561880111697,445.61561880111697,445.61561880111697
0,Single TE,1.0,739.4846518993378,,739.4846518993378,739.4846518993378,739.4846518993378,739.4846518993378,739.4846518993378
0,Single biLSTM,1.0,1223.5656006813049,,1223.5656006813049,1223.5656006813049,1223.5656006813049,1223.5656006813049,1223.5656006813049
Lmax,Hierarchical ReLU,1.0,585.0773896694184,,585.0773896694184,585.0773896694184,585.0773896694184,585.0773896694184,585.0773896694184
Lmax,Hierarchical TE,1.0,1801.3739221572876,,1801.3739221572876,1801.3739221572876,1801.3739221572876,1801.3739221572876,1801.3739221572876
Lmax,Single ReLU,1.0,471.2600418567657,,471.2600418567657,471.2600418567657,471.2600418567657,471.2600418567657,471.2600418567657
Lmax,Single TE,1.0,801.538664484024,,801.538664484024,801.538664484024,801.538664484024,801.538664484024,801.538664484024
L̅,Hierarchical ReLU,1.0,584.5648427009583,,584.5648427009583,584.5648427009583,584.5648427009583,584.5648427009583,584.5648427009583
L̅,Hierarchical TE,1.0,1322.2820184230804,,1322.2820184230804,1322.2820184230804,1322.2820184230804,1322.2820184230804,1322.2820184230804
L̅,Single ReLU,1.0,459.8585886001586,,459.8585886001586,459.8585886001586,459.8585886001586,459.8585886001586,459.8585886001586
L̅,Single TE,1.0,764.2470921993256,,764.2470921993256,764.2470921993256,764.2470921993256,764.2470921993256,764.2470921993256
L̅,Single biLSTM,1.0,10068.233025074003,,10068.233025074003,10068.233025074003,10068.233025074003,10068.233025074003,10068.233025074003
L̅/ 2,Hierarchical ReLU,1.0,576.7260966777801,,576.7260966777801,576.7260966777801,576.7260966777801,576.7260966777801,576.7260966777801
L̅/ 2,Hierarchical TE,1.0,1295.5329431533814,,1295.5329431533814,1295.5329431533814,1295.5329431533814,1295.5329431533814,1295.5329431533814
L̅/ 2,Single ReLU,1.0,459.4931111812592,,459.4931111812592,459.4931111812592,459.4931111812592,459.4931111812592,459.4931111812592
L̅/ 2,Single TE,1.0,758.2361977100372,,758.2361977100372,758.2361977100372,758.2361977100372,758.2361977100372,758.2361977100372
L̅/ 2,Single biLSTM,1.0,5436.857110500336,,5436.857110500336,5436.857110500336,5436.857110500336,5436.857110500336,5436.857110500336
