,context-size,context_columns,prefix_index,dateset,accuracy,precision,fscore,recall,model_type,prefix_length
20,0,[],1,helpdesk,0.8432998690528154,0.8199497154376718,0.7962400665550723,0.8432998690528154,dense-single,14
21,0,[],10,helpdesk,0.75,0.6333333333333333,0.678125,0.75,dense-single,14
22,0,[],11,helpdesk,0.6666666666666666,0.5925925925925927,0.6111111111111112,0.6666666666666666,dense-single,14
23,0,[],12,helpdesk,0.6,0.5,0.5333333333333333,0.6,dense-single,14
24,0,[],13,helpdesk,1.0,1.0,1.0,1.0,dense-single,14
25,0,[],14,helpdesk,1.0,1.0,1.0,1.0,dense-single,14
26,0,[],15,helpdesk,0.7960753906715973,0.7204876360698486,0.7326743517643263,0.7960753906715973,dense-single,14
27,0,[],2,helpdesk,0.706794843784138,0.5330748847683894,0.6057236311247018,0.706794843784138,dense-single,14
28,0,[],3,helpdesk,0.8166628519111925,0.7767972245265208,0.7634586109388426,0.8166628519111925,dense-single,14
29,0,[],4,helpdesk,0.8299465240641711,0.7610857948971702,0.7782030741828798,0.8299465240641711,dense-single,14
30,0,[],5,helpdesk,0.8241335044929397,0.774751824063927,0.7838489082943115,0.8241335044929397,dense-single,14
31,0,[],6,helpdesk,0.8430769230769231,0.8020501755773753,0.8022176147241308,0.8430769230769231,dense-single,14
32,0,[],7,helpdesk,0.8590604026845637,0.8284385932530426,0.8299165878863864,0.8590604026845637,dense-single,14
33,0,[],8,helpdesk,0.7358490566037735,0.7232704402515723,0.6845054316752429,0.7358490566037735,dense-single,14
34,0,[],9,helpdesk,0.7142857142857143,0.6360544217687075,0.6488095238095238,0.7142857142857143,dense-single,14
35,0,[],1,helpdesk,0.8435181143605412,0.8203450861523169,0.7966167579738019,0.8435181143605412,transformer-single,1
36,0,[],10,helpdesk,0.6875,0.5291666666666666,0.590625,0.6875,transformer-single,1
37,0,[],11,helpdesk,0.6666666666666666,0.5925925925925927,0.6111111111111112,0.6666666666666666,transformer-single,1
38,0,[],12,helpdesk,0.8,0.7,0.7333333333333333,0.8,transformer-single,1
39,0,[],13,helpdesk,1.0,1.0,1.0,1.0,transformer-single,1
40,0,[],14,helpdesk,1.0,1.0,1.0,1.0,transformer-single,1
41,0,[],15,helpdesk,0.7939281879995228,0.714704983755179,0.7279403726858661,0.7939281879995228,transformer-single,1
42,0,[],2,helpdesk,0.7048284902774743,0.5334508392863687,0.6039927255153739,0.7048284902774743,transformer-single,1
43,0,[],3,helpdesk,0.816433966582742,0.7775878359185528,0.7630613670042339,0.816433966582742,transformer-single,1
44,0,[],4,helpdesk,0.8310160427807487,0.7688935765920424,0.7742908271848882,0.8310160427807487,transformer-single,1
45,0,[],5,helpdesk,0.8087291399229781,0.697543304445628,0.7419833143779905,0.8087291399229781,transformer-single,1
46,0,[],6,helpdesk,0.8246153846153846,0.7160087468104999,0.7631705574680878,0.8246153846153846,transformer-single,1
47,0,[],7,helpdesk,0.8053691275167785,0.7076376286249438,0.7465458105098343,0.8053691275167785,transformer-single,1
48,0,[],8,helpdesk,0.6792452830188679,0.5421867440735365,0.5876311705507336,0.6792452830188679,transformer-single,1
49,0,[],9,helpdesk,0.7142857142857143,0.5586734693877551,0.6180272108843538,0.7142857142857143,transformer-single,1
50,1,['Resource'],1,helpdesk,0.8430816237450894,0.8201127451819602,0.7959459148871728,0.8430816237450894,dense-multiple,2
51,1,['Resource'],10,helpdesk,0.6875,0.5291666666666666,0.590625,0.6875,dense-multiple,2
52,1,['Resource'],11,helpdesk,0.7777777777777778,0.7222222222222222,0.7407407407407407,0.7777777777777778,dense-multiple,2
53,1,['Resource'],12,helpdesk,1.0,1.0,1.0,1.0,dense-multiple,2
54,1,['Resource'],13,helpdesk,1.0,1.0,1.0,1.0,dense-multiple,2
55,1,['Resource'],14,helpdesk,1.0,1.0,1.0,1.0,dense-multiple,2
56,1,['Resource'],15,helpdesk,0.8077060718120005,0.7758108948766994,0.7587999655471446,0.8077060718120005,dense-multiple,2
57,1,['Resource'],2,helpdesk,0.7199038671618965,0.6756667358242756,0.64415924949205,0.7199038671618965,dense-multiple,2
58,1,['Resource'],3,helpdesk,0.8411535820553903,0.8213058261852494,0.810429450060835,0.8411535820553903,dense-multiple,2
59,1,['Resource'],4,helpdesk,0.8459893048128342,0.7966768859781644,0.8063333320091683,0.8459893048128342,dense-multiple,2
60,1,['Resource'],5,helpdesk,0.82798459563543,0.7953274767837344,0.7929622971487656,0.82798459563543,dense-multiple,2
61,1,['Resource'],6,helpdesk,0.8338461538461538,0.7953374385503186,0.8010480117751989,0.8338461538461538,dense-multiple,2
62,1,['Resource'],7,helpdesk,0.8322147651006712,0.7975956374538568,0.7931923016836088,0.8322147651006712,dense-multiple,2
63,1,['Resource'],8,helpdesk,0.7358490566037735,0.750943396226415,0.7115494568324757,0.7358490566037735,dense-multiple,2
64,1,['Resource'],9,helpdesk,0.75,0.6513605442176872,0.6791743970315398,0.75,dense-multiple,2
65,1,['org:group'],1,sepsis,0.899904671115348,0.8569587017384985,0.8708194543259048,0.899904671115348,dense-single,1
66,1,['org:group'],10,sepsis,0.6225071225071225,0.5593791843499404,0.5718781257461846,0.6225071225071225,dense-single,1
67,1,['org:group'],11,sepsis,0.4647239263803681,0.35637205047110443,0.38114480261012573,0.4647239263803681,dense-single,1
68,1,['org:group'],12,sepsis,0.5421052631578948,0.4333209659292856,0.47463018029665793,0.5421052631578948,dense-single,1
69,1,['org:group'],13,sepsis,0.5147058823529411,0.37756334191597113,0.42876780780867796,0.5147058823529411,dense-single,1
70,1,['org:group'],14,sepsis,0.5390428211586902,0.3918631728097766,0.45123397251139363,0.5390428211586902,dense-single,1
71,1,['org:group'],15,sepsis,0.5201238390092879,0.38744509138511785,0.4380311375477041,0.5201238390092879,dense-single,1
72,1,['org:group'],16,sepsis,0.5433070866141733,0.40545101859845833,0.4594012692477503,0.5433070866141733,dense-single,1
73,1,['org:group'],17,sepsis,0.5424528301886793,0.44462335082990495,0.4762158633280504,0.5424528301886793,dense-single,1
74,1,['org:group'],18,sepsis,0.56353591160221,0.44374835569586957,0.48807571706360947,0.56353591160221,dense-single,1
75,1,['org:group'],19,sepsis,0.5,0.40247500854408746,0.42493330518547356,0.5,dense-single,1
76,1,['org:group'],2,sepsis,0.8226882745471878,0.7722755699302922,0.7869899748078234,0.8226882745471878,dense-single,1
77,1,['org:group'],20,sepsis,0.5390070921985816,0.4011006330155267,0.45496878623459214,0.5390070921985816,dense-single,1
78,1,['org:group'],3,sepsis,0.32741617357001973,0.35740657870626236,0.2474225180916884,0.32741617357001973,dense-single,1
79,1,['org:group'],4,sepsis,0.5380059230009872,0.44794485694088476,0.4707599005550931,0.5380059230009872,dense-single,1
80,1,['org:group'],5,sepsis,0.36134453781512604,0.3112231746250486,0.2941828742453867,0.36134453781512604,dense-single,1
81,1,['org:group'],6,sepsis,0.24456521739130435,0.4136300613131164,0.20340007717131486,0.24456521739130435,dense-single,1
82,1,['org:group'],7,sepsis,0.6047032474804032,0.6771445850892481,0.6108488829661648,0.6047032474804032,dense-single,1
83,1,['org:group'],8,sepsis,0.6204287515762925,0.6760643395723099,0.6306705671958563,0.6204287515762925,dense-single,1
84,1,['org:group'],9,sepsis,0.4109042553191489,0.36675850382868547,0.3735037803797176,0.4109042553191489,dense-single,1
85,1,['org:resource'],1,bpi_challenge_2012,0.99992359996944,0.99992359996944,0.99992359996944,0.99992359996944,dense-single,1
86,1,['org:resource'],10,bpi_challenge_2012,0.7665005286210542,0.6860635036091187,0.717022978405745,0.7665005286210542,dense-single,1
87,1,['org:resource'],11,bpi_challenge_2012,0.5626732368340006,0.7685128861096755,0.6277662357402447,0.5626732368340006,dense-single,1
88,1,['org:resource'],12,bpi_challenge_2012,0.583918315252074,0.6964298822250414,0.5403871998517705,0.583918315252074,dense-single,1
89,1,['org:resource'],13,bpi_challenge_2012,0.685640362225097,0.6954156544131384,0.6594271513979718,0.685640362225097,dense-single,1
90,1,['org:resource'],14,bpi_challenge_2012,0.643662906436629,0.6337879883334147,0.6246137231621498,0.643662906436629,dense-single,1
91,1,['org:resource'],15,bpi_challenge_2012,0.6609743847312908,0.6389158387048431,0.6440235196906429,0.6609743847312908,dense-single,1
92,1,['org:resource'],16,bpi_challenge_2012,0.723191158694526,0.7279811644474614,0.7076869443178695,0.723191158694526,dense-single,1
93,1,['org:resource'],17,bpi_challenge_2012,0.7123192193761979,0.6831928186426094,0.6888385239173767,0.7123192193761979,dense-single,1
94,1,['org:resource'],18,bpi_challenge_2012,0.7347637937252074,0.7636663756635789,0.7227657260866361,0.7347637937252074,dense-single,1
95,1,['org:resource'],19,bpi_challenge_2012,0.7265938069216757,0.695824683480043,0.701588844206576,0.7265938069216757,dense-single,1
96,1,['org:resource'],2,bpi_challenge_2012,0.37642295056918024,0.14213844884735613,0.20622534873961113,0.37642295056918024,dense-single,1
97,1,['org:resource'],20,bpi_challenge_2012,0.7444950645406226,0.7574188968255015,0.7261491770903121,0.7444950645406226,dense-single,1
98,1,['org:resource'],3,bpi_challenge_2012,0.9997929606625259,0.9997929606625259,0.9997929606625259,0.9997929606625259,dense-single,1
99,1,['org:resource'],4,bpi_challenge_2012,0.606728778467909,0.44673055614408475,0.4921358683548324,0.606728778467909,dense-single,1
100,1,['org:resource'],5,bpi_challenge_2012,0.6887163561076605,0.6429564635589414,0.6191378636077352,0.6887163561076605,dense-single,1
101,1,['org:resource'],6,bpi_challenge_2012,0.5228002569043031,0.32638700203832277,0.38350693544490405,0.5228002569043031,dense-single,1
102,1,['org:resource'],7,bpi_challenge_2012,0.5596048591643306,0.6134008940691892,0.5561694369176868,0.5596048591643306,dense-single,1
103,1,['org:resource'],8,bpi_challenge_2012,0.6648052491972637,0.625567446103672,0.5962039916551873,0.6648052491972637,dense-single,1
104,1,['org:resource'],9,bpi_challenge_2012,0.7559438556287597,0.7902654985259023,0.7493964155461298,0.7559438556287597,dense-single,1
105,1,['org:group'],1,sepsis,0.899904671115348,0.8550521240454576,0.8710918225677678,0.899904671115348,transformer-multiple,1
106,1,['org:group'],10,sepsis,0.6239316239316239,0.5667254210874315,0.5682653739578458,0.6239316239316239,transformer-multiple,1
107,1,['org:group'],11,sepsis,0.4601226993865031,0.35812748990500004,0.3748428831170787,0.4601226993865031,transformer-multiple,1
108,1,['org:group'],12,sepsis,0.5298245614035088,0.4199420555823323,0.4606270394696198,0.5298245614035088,transformer-multiple,1
109,1,['org:group'],13,sepsis,0.523109243697479,0.37599449294888515,0.43256652048976,0.523109243697479,transformer-multiple,1
110,1,['org:group'],14,sepsis,0.5465994962216625,0.3968372653800538,0.4568352725223789,0.5465994962216625,transformer-multiple,1
111,1,['org:group'],15,sepsis,0.5108359133126935,0.3819061119207771,0.43087716248136343,0.5108359133126935,transformer-multiple,1
112,1,['org:group'],16,sepsis,0.5511811023622047,0.4085597222907657,0.46469119669867986,0.5511811023622047,transformer-multiple,1
113,1,['org:group'],17,sepsis,0.5566037735849056,0.45397909366434036,0.4874847478186604,0.5566037735849056,transformer-multiple,1
114,1,['org:group'],18,sepsis,0.5580110497237569,0.439715738475026,0.4823568607618572,0.5580110497237569,transformer-multiple,1
115,1,['org:group'],19,sepsis,0.5,0.36664334130781495,0.41211730687139225,0.5,transformer-multiple,1
116,1,['org:group'],2,sepsis,0.8226882745471878,0.7727737768393667,0.7870254894903408,0.8226882745471878,transformer-multiple,1
117,1,['org:group'],20,sepsis,0.5319148936170213,0.40038621740749397,0.45062040933545816,0.5319148936170213,transformer-multiple,1
118,1,['org:group'],3,sepsis,0.33037475345167655,0.39470423072050026,0.2569231872109551,0.33037475345167655,transformer-multiple,1
119,1,['org:group'],4,sepsis,0.5340572556762093,0.44859461615550567,0.46879252862485915,0.5340572556762093,transformer-multiple,1
120,1,['org:group'],5,sepsis,0.3602941176470588,0.3113115585059858,0.29426749056263485,0.3602941176470588,transformer-multiple,1
121,1,['org:group'],6,sepsis,0.2717391304347826,0.4523683344935847,0.2417343301385577,0.2717391304347826,transformer-multiple,1
122,1,['org:group'],7,sepsis,0.606942889137738,0.6749471048681774,0.6119887232488229,0.606942889137738,transformer-multiple,1
123,1,['org:group'],8,sepsis,0.6090794451450189,0.6779314179566133,0.6218445510992192,0.6090794451450189,transformer-multiple,1
124,1,['org:group'],9,sepsis,0.42154255319148937,0.4101160675712874,0.3423205494410109,0.42154255319148937,transformer-multiple,1
125,1,['org:group'],1,sepsis,0.9113441372735939,0.8680775161938239,0.8818812828580057,0.9113441372735939,dense-single,14
126,1,['org:group'],10,sepsis,0.6538461538461539,0.6129744170957822,0.6188123084679266,0.6538461538461539,dense-single,14
127,1,['org:group'],11,sepsis,0.5444785276073619,0.5649596232662875,0.5096583039375018,0.5444785276073619,dense-single,14
128,1,['org:group'],12,sepsis,0.5649122807017544,0.5063076057675563,0.5200494158369992,0.5649122807017544,dense-single,14
129,1,['org:group'],13,sepsis,0.5462184873949579,0.4893026801052975,0.49697359887875836,0.5462184873949579,dense-single,14
130,1,['org:group'],14,sepsis,0.5642317380352645,0.5747902925102694,0.5248057227074809,0.5642317380352645,dense-single,14
131,1,['org:group'],15,sepsis,0.5386996904024768,0.5382916008271847,0.4948348325467845,0.5386996904024768,dense-single,14
132,1,['org:group'],16,sepsis,0.5511811023622047,0.4786828155633158,0.4922836871455657,0.5511811023622047,dense-single,14
133,1,['org:group'],17,sepsis,0.5518867924528302,0.4933174398976286,0.5007238961513906,0.5518867924528302,dense-single,14
134,1,['org:group'],18,sepsis,0.580110497237569,0.5579351705891049,0.5347426514553586,0.580110497237569,dense-single,14
135,1,['org:group'],19,sepsis,0.49375,0.41908029878618114,0.42663384103641455,0.49375,dense-single,14
136,1,['org:group'],2,sepsis,0.8627264061010487,0.8143144735072948,0.8211004338802258,0.8627264061010487,dense-single,14
137,1,['org:group'],20,sepsis,0.6099290780141844,0.5768144524089456,0.5686465109221817,0.6099290780141844,dense-single,14
138,1,['org:group'],3,sepsis,0.4171597633136095,0.46397186610695534,0.3189424078563597,0.4171597633136095,dense-single,14
139,1,['org:group'],4,sepsis,0.5863770977295163,0.5820977079709778,0.5467385021882244,0.5863770977295163,dense-single,14
140,1,['org:group'],5,sepsis,0.7468487394957983,0.7029393624623888,0.7189303778406384,0.7468487394957983,dense-single,14
141,1,['org:group'],6,sepsis,0.6793478260869565,0.6944476663637165,0.6229027593108735,0.6793478260869565,dense-single,14
142,1,['org:group'],7,sepsis,0.8230683090705487,0.8081429278940966,0.8028274144175981,0.8230683090705487,dense-single,14
143,1,['org:group'],8,sepsis,0.776796973518285,0.7298281100492263,0.7403865276108251,0.776796973518285,dense-single,14
144,1,['org:group'],9,sepsis,0.42819148936170215,0.40749161267593587,0.38607069880452644,0.42819148936170215,dense-single,14
145,1,['org:resource'],1,bpi_challenge_2012,0.99992359996944,0.99992359996944,0.99992359996944,0.99992359996944,dense-single,10
146,1,['org:resource'],10,bpi_challenge_2012,0.8840054372451291,0.8334539799402069,0.8482516665173077,0.8840054372451291,dense-single,10
147,1,['org:resource'],11,bpi_challenge_2012,0.9267015706806283,0.8882862052803431,0.9022662715816813,0.9267015706806283,dense-single,10
148,1,['org:resource'],12,bpi_challenge_2012,0.9224633056796426,0.8807494893482183,0.8966543628708257,0.9224633056796426,dense-single,10
149,1,['org:resource'],13,bpi_challenge_2012,0.8989327296248383,0.8488961221169455,0.8664625785973382,0.8989327296248383,dense-single,10
150,1,['org:resource'],14,bpi_challenge_2012,0.9439283344392834,0.9162772215370002,0.9251312100702589,0.9439283344392834,dense-single,10
151,1,['org:resource'],15,bpi_challenge_2012,0.9077515486355265,0.8678297873758939,0.8786942550680857,0.9077515486355265,dense-single,10
152,1,['org:resource'],16,bpi_challenge_2012,0.9457779312726645,0.9287226265105354,0.9308615555736677,0.9457779312726645,dense-single,10
153,1,['org:resource'],17,bpi_challenge_2012,0.8970203868269734,0.8739937341050287,0.8713075288654946,0.8970203868269734,dense-single,10
154,1,['org:resource'],18,bpi_challenge_2012,0.9340064911648035,0.9245039871666776,0.9208543033522512,0.9340064911648035,dense-single,10
155,1,['org:resource'],19,bpi_challenge_2012,0.8910746812386157,0.8764931352830788,0.8710198510090853,0.8910746812386157,dense-single,10
156,1,['org:resource'],2,bpi_challenge_2012,0.3763465505386202,0.1420620488167961,0.2061489487090511,0.3763465505386202,dense-single,10
157,1,['org:resource'],20,bpi_challenge_2012,0.9339407744874715,0.9329208461764523,0.9248968207036506,0.9339407744874715,dense-single,10
158,1,['org:resource'],3,bpi_challenge_2012,1.0,1.0,1.0,1.0,dense-single,10
159,1,['org:resource'],4,bpi_challenge_2012,0.7216356107660455,0.6612187091902446,0.654204546315786,0.7216356107660455,dense-single,10
160,1,['org:resource'],5,bpi_challenge_2012,0.7748447204968945,0.757975202541498,0.7072004571461552,0.7748447204968945,dense-single,10
161,1,['org:resource'],6,bpi_challenge_2012,0.8178548490687219,0.8084851242671252,0.7784418671104686,0.8178548490687219,dense-single,10
162,1,['org:resource'],7,bpi_challenge_2012,0.8478173808570284,0.7894863251871737,0.7993246623072632,0.8478173808570284,dense-single,10
163,1,['org:resource'],8,bpi_challenge_2012,0.7915677788636046,0.7597524249161605,0.7388811417453773,0.7915677788636046,dense-single,10
164,1,['org:resource'],9,bpi_challenge_2012,0.8719564594672014,0.840178928702983,0.8410900217106824,0.8719564594672014,dense-single,10
165,1,['Resource'],1,helpdesk,0.8426451331296377,0.8205416291391686,0.7952425817432335,0.8426451331296377,transformer-multiple,4
166,1,['Resource'],10,helpdesk,0.75,0.6333333333333333,0.678125,0.75,transformer-multiple,4
167,1,['Resource'],11,helpdesk,0.7777777777777778,0.7222222222222222,0.7407407407407407,0.7777777777777778,transformer-multiple,4
168,1,['Resource'],12,helpdesk,0.8,0.8,0.8,0.8,transformer-multiple,4
169,1,['Resource'],13,helpdesk,1.0,1.0,1.0,1.0,transformer-multiple,4
170,1,['Resource'],14,helpdesk,1.0,1.0,1.0,1.0,transformer-multiple,4
171,1,['Resource'],15,helpdesk,0.8117618990814744,0.758232721298904,0.7628510428234415,0.8117618990814744,transformer-multiple,4
172,1,['Resource'],2,helpdesk,0.7107275507974656,0.6128605748369506,0.6290776987458158,0.7107275507974656,transformer-multiple,4
173,1,['Resource'],3,helpdesk,0.8503089951934081,0.8109579047681296,0.8219273117749791,0.8503089951934081,transformer-multiple,4
174,1,['Resource'],4,helpdesk,0.8652406417112299,0.806960665266158,0.8310631361016413,0.8652406417112299,transformer-multiple,4
175,1,['Resource'],5,helpdesk,0.8536585365853658,0.8071640257170313,0.8275352203862759,0.8536585365853658,transformer-multiple,4
176,1,['Resource'],6,helpdesk,0.8553846153846154,0.7951708077954525,0.819303162402244,0.8553846153846154,transformer-multiple,4
177,1,['Resource'],7,helpdesk,0.8791946308724832,0.8431256667087184,0.8533110177112831,0.8791946308724832,transformer-multiple,4
178,1,['Resource'],8,helpdesk,0.7924528301886793,0.7660377358490565,0.7491995425957689,0.7924528301886793,transformer-multiple,4
179,1,['Resource'],9,helpdesk,0.7142857142857143,0.6279761904761906,0.6603896103896103,0.7142857142857143,transformer-multiple,4
180,1,['Resource'],1,helpdesk,0.8424268878219118,0.8289159495941226,0.7946432113079533,0.8424268878219118,bi-lstm-single,4
181,1,['Resource'],10,helpdesk,0.75,0.7375,0.7239583333333333,0.75,bi-lstm-single,4
182,1,['Resource'],11,helpdesk,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,bi-lstm-single,4
183,1,['Resource'],12,helpdesk,1.0,1.0,1.0,1.0,bi-lstm-single,4
184,1,['Resource'],13,helpdesk,1.0,1.0,1.0,1.0,bi-lstm-single,4
185,1,['Resource'],14,helpdesk,1.0,1.0,1.0,1.0,bi-lstm-single,4
186,1,['Resource'],15,helpdesk,0.8103900751520935,0.7845280253584656,0.7735804661029565,0.8103900751520935,bi-lstm-single,4
187,1,['Resource'],2,helpdesk,0.7057024251693249,0.667548126263239,0.65656017833071,0.7057024251693249,bi-lstm-single,4
188,1,['Resource'],3,helpdesk,0.848706797894255,0.8218158353273844,0.8232409991415466,0.848706797894255,bi-lstm-single,4
189,1,['Resource'],4,helpdesk,0.8625668449197861,0.8346723489626415,0.8423667866216576,0.8625668449197861,bi-lstm-single,4
190,1,['Resource'],5,helpdesk,0.8575096277278562,0.8385052986878395,0.8421660229517122,0.8575096277278562,bi-lstm-single,4
191,1,['Resource'],6,helpdesk,0.8738461538461538,0.8437268339802,0.851524862196792,0.8738461538461538,bi-lstm-single,4
192,1,['Resource'],7,helpdesk,0.8993288590604027,0.8765588175477633,0.8816999670286286,0.8993288590604027,bi-lstm-single,4
193,1,['Resource'],8,helpdesk,0.7735849056603774,0.789937106918239,0.7484957390617768,0.7735849056603774,bi-lstm-single,4
194,1,['Resource'],9,helpdesk,0.7857142857142857,0.782312925170068,0.7619047619047619,0.7857142857142857,bi-lstm-single,4
195,0,[],1,helpdesk,0.8435181143605412,0.8207071550350734,0.7965092357679342,0.8435181143605412,transformer-single,2
196,0,[],10,helpdesk,0.6875,0.5291666666666666,0.590625,0.6875,transformer-single,2
197,0,[],11,helpdesk,0.6666666666666666,0.5925925925925927,0.6111111111111112,0.6666666666666666,transformer-single,2
198,0,[],12,helpdesk,0.8,0.7,0.7333333333333333,0.8,transformer-single,2
199,0,[],13,helpdesk,1.0,1.0,1.0,1.0,transformer-single,2
200,0,[],14,helpdesk,1.0,1.0,1.0,1.0,transformer-single,2
201,0,[],15,helpdesk,0.7948825002982226,0.7384347469801654,0.7295278765177764,0.7948825002982226,transformer-single,2
202,0,[],2,helpdesk,0.707450294953026,0.6176563858459982,0.6069655607579569,0.707450294953026,transformer-single,2
203,0,[],3,helpdesk,0.8171206225680934,0.7792601948866844,0.7643883749177295,0.8171206225680934,transformer-single,2
204,0,[],4,helpdesk,0.832620320855615,0.7685377327511951,0.7779051414611708,0.832620320855615,transformer-single,2
205,0,[],5,helpdesk,0.8061617458279846,0.6984600671322632,0.7415750387237889,0.8061617458279846,transformer-single,2
206,0,[],6,helpdesk,0.8276923076923077,0.7283017871035402,0.7692102542054591,0.8276923076923077,transformer-single,2
207,0,[],7,helpdesk,0.7919463087248322,0.6992602410091554,0.7351522803648164,0.7919463087248322,transformer-single,2
208,0,[],8,helpdesk,0.6981132075471698,0.5550763701707099,0.6064690026954177,0.6981132075471698,transformer-single,2
209,0,[],9,helpdesk,0.7142857142857143,0.5586734693877551,0.6180272108843538,0.7142857142857143,transformer-single,2
210,1,['org:resource'],1,bpi_challenge_2012,0.9998471999388799,0.999770826847682,0.999809006659628,0.9998471999388799,transformer-multiple,10
211,1,['org:resource'],10,bpi_challenge_2012,0.8837033680712884,0.8293857362215993,0.8472160263982217,0.8837033680712884,transformer-multiple,10
212,1,['org:resource'],11,bpi_challenge_2012,0.9265475823837388,0.888351776952469,0.9024271000481944,0.9265475823837388,transformer-multiple,10
213,1,['org:resource'],12,bpi_challenge_2012,0.9226228462029356,0.8805718351620534,0.8960546312525605,0.9226228462029356,transformer-multiple,10
214,1,['org:resource'],13,bpi_challenge_2012,0.8979624838292367,0.8482892466675007,0.8666876045071474,0.8979624838292367,transformer-multiple,10
215,1,['org:resource'],14,bpi_challenge_2012,0.9439283344392834,0.9153002059970722,0.9248563251843847,0.9439283344392834,transformer-multiple,10
216,1,['org:resource'],15,bpi_challenge_2012,0.9094257492047547,0.8696335518178699,0.8809167732714273,0.9094257492047547,transformer-multiple,10
217,1,['org:resource'],16,bpi_challenge_2012,0.9476774304955966,0.9268949539125166,0.9327792423054655,0.9476774304955966,transformer-multiple,10
218,1,['org:resource'],17,bpi_challenge_2012,0.8923157344485102,0.864627399934414,0.8632130585838197,0.8923157344485102,transformer-multiple,10
219,1,['org:resource'],18,bpi_challenge_2012,0.9332852506310855,0.921411766550502,0.9184839220495606,0.9332852506310855,transformer-multiple,10
220,1,['org:resource'],19,bpi_challenge_2012,0.8850637522768671,0.8743389282149642,0.8617383573566237,0.8850637522768671,transformer-multiple,10
221,1,['org:resource'],2,bpi_challenge_2012,0.3706929482771793,0.1381159805011554,0.2010556109884832,0.3706929482771793,transformer-multiple,10
222,1,['org:resource'],20,bpi_challenge_2012,0.9310933940774487,0.9294301354396298,0.9207001897949749,0.9310933940774487,transformer-multiple,10
223,1,['org:resource'],3,bpi_challenge_2012,1.0,1.0,1.0,1.0,transformer-multiple,10
224,1,['org:resource'],4,bpi_challenge_2012,0.7290890269151139,0.637855074212457,0.6513490683162914,0.7290890269151139,transformer-multiple,10
225,1,['org:resource'],5,bpi_challenge_2012,0.7863354037267081,0.6364856035132411,0.6983511564919994,0.7863354037267081,transformer-multiple,10
226,1,['org:resource'],6,bpi_challenge_2012,0.8315992292870905,0.7911567697026322,0.7988507754908006,0.8315992292870905,transformer-multiple,10
227,1,['org:resource'],7,bpi_challenge_2012,0.8579628887998932,0.7453883221544523,0.7952917724430498,0.8579628887998932,transformer-multiple,10
228,1,['org:resource'],8,bpi_challenge_2012,0.8066452603657686,0.684873398028885,0.7344710504725667,0.8066452603657686,transformer-multiple,10
229,1,['org:resource'],9,bpi_challenge_2012,0.8884273847035233,0.8279206075282735,0.8510128159912757,0.8884273847035233,transformer-multiple,10
230,1,['Resource'],1,helpdesk,0.8428633784373636,0.8196297519483096,0.7955035521137038,0.8428633784373636,transformer-single,2
