,context-size,context_columns,prefix_index,dateset,accuracy,precision,fscore,recall,model_type,prefix_length
3320,1,['org:resource'],1,road_traffic_fine_management_process,0.6839728669282437,0.5246605903795255,0.5653995052897243,0.6839728669282437,dense-multiple,2
3321,1,['org:resource'],10,road_traffic_fine_management_process,0.9666666666666667,0.9352941176470588,0.9505050505050505,0.9666666666666667,dense-multiple,2
3322,1,['org:resource'],11,road_traffic_fine_management_process,1.0,1.0,1.0,1.0,dense-multiple,2
3323,1,['org:resource'],12,road_traffic_fine_management_process,1.0,1.0,1.0,1.0,dense-multiple,2
3324,1,['org:resource'],13,road_traffic_fine_management_process,1.0,1.0,1.0,1.0,dense-multiple,2
3325,1,['org:resource'],14,road_traffic_fine_management_process,0.8888888888888888,0.8148148148148148,0.8444444444444444,0.8888888888888888,dense-multiple,2
3326,1,['org:resource'],15,road_traffic_fine_management_process,1.0,1.0,1.0,1.0,dense-multiple,2
3327,1,['org:resource'],16,road_traffic_fine_management_process,1.0,1.0,1.0,1.0,dense-multiple,2
3328,1,['org:resource'],17,road_traffic_fine_management_process,1.0,1.0,1.0,1.0,dense-multiple,2
3329,1,['org:resource'],18,road_traffic_fine_management_process,1.0,1.0,1.0,1.0,dense-multiple,2
3330,1,['org:resource'],19,road_traffic_fine_management_process,1.0,1.0,1.0,1.0,dense-multiple,2
3331,1,['org:resource'],2,road_traffic_fine_management_process,0.9589183629535724,0.9205073030232119,0.9390901074908958,0.9589183629535724,dense-multiple,2
3332,1,['org:resource'],20,road_traffic_fine_management_process,0.8097567501824373,0.6946300312672272,0.734186423980501,0.8097567501824373,dense-multiple,2
3333,1,['org:resource'],3,road_traffic_fine_management_process,0.9047054270340453,0.8197936023581875,0.8599450428603602,0.9047054270340453,dense-multiple,2
3334,1,['org:resource'],4,road_traffic_fine_management_process,0.7984300076371239,0.6444184770899644,0.7104441284290732,0.7984300076371239,dense-multiple,2
3335,1,['org:resource'],5,road_traffic_fine_management_process,0.8083321278750181,0.7313537648294273,0.7456713374539086,0.8083321278750181,dense-multiple,2
3336,1,['org:resource'],6,road_traffic_fine_management_process,0.7688130333591932,0.855002359402374,0.7844377541505733,0.7688130333591932,dense-multiple,2
3337,1,['org:resource'],7,road_traffic_fine_management_process,0.8851148851148851,0.8550553523676889,0.8644839598005233,0.8851148851148851,dense-multiple,2
3338,1,['org:resource'],8,road_traffic_fine_management_process,0.4732360097323601,0.40273211105522877,0.364038121168979,0.4732360097323601,dense-multiple,2
3339,1,['org:resource'],9,road_traffic_fine_management_process,0.8,0.6587901276212964,0.7208915865708512,0.8,dense-multiple,2
3340,1,['org:group'],1,sepsis,0.9122974261201144,0.8713718024098984,0.8839705837936493,0.9122974261201144,bi-lstm-multiple,169
3341,1,['org:group'],10,sepsis,0.6566951566951567,0.6155611419203967,0.6227140907090858,0.6566951566951567,bi-lstm-multiple,169
3342,1,['org:group'],11,sepsis,0.5276073619631901,0.544065368753935,0.5193127987545885,0.5276073619631901,bi-lstm-multiple,169
3343,1,['org:group'],12,sepsis,0.5842105263157895,0.562089579721016,0.5597001228934774,0.5842105263157895,bi-lstm-multiple,169
3344,1,['org:group'],13,sepsis,0.5441176470588235,0.49473959899593933,0.5008708685736591,0.5441176470588235,bi-lstm-multiple,169
3345,1,['org:group'],14,sepsis,0.5566750629722922,0.49443819609292405,0.5079479943358226,0.5566750629722922,bi-lstm-multiple,169
3346,1,['org:group'],15,sepsis,0.544891640866873,0.49765000946990556,0.5008604863474523,0.544891640866873,bi-lstm-multiple,169
3347,1,['org:group'],16,sepsis,0.5708661417322834,0.4944181215338353,0.5179342857492464,0.5708661417322834,bi-lstm-multiple,169
3348,1,['org:group'],17,sepsis,0.5801886792452831,0.5486941721644454,0.53900816436265,0.5801886792452831,bi-lstm-multiple,169
3349,1,['org:group'],18,sepsis,0.5966850828729282,0.5389263084981317,0.5545239228567145,0.5966850828729282,bi-lstm-multiple,169
3350,1,['org:group'],19,sepsis,0.51875,0.4744299627745835,0.47129164202337825,0.51875,bi-lstm-multiple,169
3351,1,['org:group'],2,sepsis,0.8608198284080076,0.8137106551246394,0.819769852600239,0.8608198284080076,bi-lstm-multiple,169
3352,1,['org:group'],20,sepsis,0.624113475177305,0.5761200088327747,0.5796957290425002,0.624113475177305,bi-lstm-multiple,169
3353,1,['org:group'],21,sepsis,0.5333333333333333,0.49563130568548525,0.4866002077844183,0.5333333333333333,bi-lstm-multiple,169
3354,1,['org:group'],22,sepsis,0.5523809523809524,0.5463378684807257,0.5096765443019313,0.5523809523809524,bi-lstm-multiple,169
3355,1,['org:group'],23,sepsis,0.5,0.46925303454715217,0.45318999083704975,0.5,bi-lstm-multiple,169
3356,1,['org:group'],24,sepsis,0.5421686746987951,0.5315443592552026,0.5102659441594127,0.5421686746987951,bi-lstm-multiple,169
3357,1,['org:group'],25,sepsis,0.5714285714285714,0.5497368644427468,0.5329176671281934,0.5714285714285714,bi-lstm-multiple,169
3358,1,['org:group'],26,sepsis,0.6756756756756757,0.6493447993447994,0.6425802425802426,0.6756756756756757,bi-lstm-multiple,169
3359,1,['org:group'],27,sepsis,0.5882352941176471,0.5450333979745745,0.5414950293843027,0.5882352941176471,bi-lstm-multiple,169
3360,1,['org:group'],28,sepsis,0.625,0.6387896825396826,0.6083209325396826,0.625,bi-lstm-multiple,169
3361,1,['org:group'],29,sepsis,0.6181818181818182,0.5663636363636363,0.5551158645276292,0.6181818181818182,bi-lstm-multiple,169
3362,1,['org:group'],3,sepsis,0.39644970414201186,0.46549083349151027,0.3104349037513165,0.39644970414201186,bi-lstm-multiple,169
3363,1,['org:group'],30,sepsis,0.44680851063829785,0.4189463019250253,0.40109606705351386,0.44680851063829785,bi-lstm-multiple,169
3364,1,['org:group'],31,sepsis,0.5238095238095238,0.5396825396825397,0.5018140589569161,0.5238095238095238,bi-lstm-multiple,169
3365,1,['org:group'],32,sepsis,0.6578947368421053,0.6228070175438597,0.6280701754385966,0.6578947368421053,bi-lstm-multiple,169
3366,1,['org:group'],33,sepsis,0.696969696969697,0.5833333333333334,0.6176833267742358,0.696969696969697,bi-lstm-multiple,169
3367,1,['org:group'],34,sepsis,0.6451612903225806,0.6612903225806451,0.6404203323558162,0.6451612903225806,bi-lstm-multiple,169
3368,1,['org:group'],35,sepsis,0.7586206896551724,0.7614942528735632,0.7298850574712644,0.7586206896551724,bi-lstm-multiple,169
3369,1,['org:group'],36,sepsis,0.6538461538461539,0.6442307692307693,0.6155677655677655,0.6538461538461539,bi-lstm-multiple,169
3370,1,['org:group'],37,sepsis,0.5652173913043478,0.5507246376811594,0.5304347826086956,0.5652173913043478,bi-lstm-multiple,169
3371,1,['org:group'],38,sepsis,0.5454545454545454,0.6212121212121211,0.5454545454545454,0.5454545454545454,bi-lstm-multiple,169
3372,1,['org:group'],39,sepsis,0.55,0.575,0.5333333333333333,0.55,bi-lstm-multiple,169
3373,1,['org:group'],4,sepsis,0.5873642645607108,0.5896371880686293,0.5453837832105436,0.5873642645607108,bi-lstm-multiple,169
3374,1,['org:group'],40,sepsis,0.8333333333333334,0.8101851851851851,0.8058201058201058,0.8333333333333334,bi-lstm-multiple,169
3375,1,['org:group'],5,sepsis,0.7521008403361344,0.7015983253018364,0.721086958479453,0.7521008403361344,bi-lstm-multiple,169
3376,1,['org:group'],6,sepsis,0.6706521739130434,0.6716832415999627,0.6147897550639442,0.6706521739130434,bi-lstm-multiple,169
3377,1,['org:group'],7,sepsis,0.8432250839865622,0.8331087328924391,0.8194590960846787,0.8432250839865622,bi-lstm-multiple,169
3378,1,['org:group'],8,sepsis,0.7717528373266078,0.7313488895126216,0.7385244357068222,0.7717528373266078,bi-lstm-multiple,169
3379,1,['org:group'],9,sepsis,0.40691489361702127,0.38152120591996375,0.36077459715638743,0.40691489361702127,bi-lstm-multiple,169
3380,1,['org:role'],1,bpi_challenge_2020,0.8276849642004773,0.7660046716866442,0.7842367943898557,0.8276849642004773,bi-lstm-multiple,20
3381,1,['org:role'],10,bpi_challenge_2020,0.9546742209631728,0.956137865911237,0.952373852478221,0.9546742209631728,bi-lstm-multiple,20
3382,1,['org:role'],11,bpi_challenge_2020,0.8716216216216216,0.8330021330021329,0.8481171448276712,0.8716216216216216,bi-lstm-multiple,20
3383,1,['org:role'],12,bpi_challenge_2020,0.9391304347826087,0.922360248447205,0.928667646852902,0.9391304347826087,bi-lstm-multiple,20
3384,1,['org:role'],13,bpi_challenge_2020,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,bi-lstm-multiple,20
3385,1,['org:role'],14,bpi_challenge_2020,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,bi-lstm-multiple,20
3386,1,['org:role'],15,bpi_challenge_2020,1.0,1.0,1.0,1.0,bi-lstm-multiple,20
3387,1,['org:role'],16,bpi_challenge_2020,1.0,1.0,1.0,1.0,bi-lstm-multiple,20
3388,1,['org:role'],17,bpi_challenge_2020,0.75,0.75,0.75,0.75,bi-lstm-multiple,20
3389,1,['org:role'],18,bpi_challenge_2020,1.0,1.0,1.0,1.0,bi-lstm-multiple,20
3390,1,['org:role'],19,bpi_challenge_2020,1.0,1.0,1.0,1.0,bi-lstm-multiple,20
3391,1,['org:role'],2,bpi_challenge_2020,0.4319159101767797,0.2680451712415161,0.309287944628925,0.4319159101767797,bi-lstm-multiple,20
3392,1,['org:role'],20,bpi_challenge_2020,1.0,1.0,1.0,1.0,bi-lstm-multiple,20
3393,1,['org:role'],21,bpi_challenge_2020,0.8191897918731417,0.7774039546852403,0.7821638375262474,0.8191897918731417,bi-lstm-multiple,20
3394,1,['org:role'],3,bpi_challenge_2020,0.8521739130434782,0.8336998940902558,0.8202227766571333,0.8521739130434782,bi-lstm-multiple,20
3395,1,['org:role'],4,bpi_challenge_2020,0.8114313629702002,0.7499568669242548,0.765796896704939,0.8114313629702002,bi-lstm-multiple,20
3396,1,['org:role'],5,bpi_challenge_2020,0.8409440738840431,0.8600564523409316,0.8235055292807997,0.8409440738840431,bi-lstm-multiple,20
3397,1,['org:role'],6,bpi_challenge_2020,0.9203640500568828,0.8964032258804673,0.9041083953814492,0.9203640500568828,bi-lstm-multiple,20
3398,1,['org:role'],7,bpi_challenge_2020,0.9546525323910483,0.9417276356060471,0.9471430442759423,0.9546525323910483,bi-lstm-multiple,20
3399,1,['org:role'],8,bpi_challenge_2020,0.9215270413573701,0.9206438586142897,0.9143427682935185,0.9215270413573701,bi-lstm-multiple,20
3400,1,['org:role'],9,bpi_challenge_2020,0.9664429530201343,0.9617055502290401,0.9625165145715169,0.9664429530201343,bi-lstm-multiple,20
3401,1,['org:resource'],1,bpi_challenge_2017,0.8941639427501508,0.8500144889254933,0.8617374141009065,0.8941639427501508,dense-multiple,1
3402,1,['org:resource'],10,bpi_challenge_2017,0.8374876956784048,0.8087991185455561,0.8125927567204478,0.8374876956784048,dense-multiple,1
3403,1,['org:resource'],11,bpi_challenge_2017,0.6172537559952991,0.5204278218464948,0.5556284603132494,0.6172537559952991,dense-multiple,1
3404,1,['org:resource'],12,bpi_challenge_2017,0.7293003749126263,0.7618227719578868,0.7152939283388258,0.7293003749126263,dense-multiple,1
3405,1,['org:resource'],13,bpi_challenge_2017,0.7092631445101405,0.6925328609152775,0.6793661748037699,0.7092631445101405,dense-multiple,1
3406,1,['org:resource'],14,bpi_challenge_2017,0.6934673366834171,0.5875586843559814,0.6269905152477698,0.6934673366834171,dense-multiple,1
3407,1,['org:resource'],15,bpi_challenge_2017,0.6836140205660437,0.5985120669524995,0.6220570961981087,0.6836140205660437,dense-multiple,1
3408,1,['org:resource'],16,bpi_challenge_2017,0.7572232165686525,0.6998617712390243,0.7154053566896217,0.7572232165686525,dense-multiple,1
3409,1,['org:resource'],17,bpi_challenge_2017,0.790850927703135,0.7146097811778627,0.7410348624216007,0.790850927703135,dense-multiple,1
3410,1,['org:resource'],18,bpi_challenge_2017,0.6701295241900576,0.5608021113069432,0.590748004859691,0.6701295241900576,dense-multiple,1
3411,1,['org:resource'],19,bpi_challenge_2017,0.785455764075067,0.7199723659470653,0.7394033982146303,0.785455764075067,dense-multiple,1
3412,1,['org:resource'],2,bpi_challenge_2017,0.9730887626543112,1.0,0.9858818385789628,0.9730887626543112,dense-multiple,1
3413,1,['org:resource'],20,bpi_challenge_2017,0.7763666860644234,0.6869557782622624,0.7165739240779218,0.7763666860644234,dense-multiple,1
3414,1,['org:resource'],21,bpi_challenge_2017,0.7108170927945646,0.603170523849797,0.6321187705496948,0.7108170927945646,dense-multiple,1
3415,1,['org:resource'],22,bpi_challenge_2017,0.7125257442426511,0.6334584506614803,0.6467249833351362,0.7125257442426511,dense-multiple,1
3416,1,['org:resource'],23,bpi_challenge_2017,0.7579044898274331,0.679870201386934,0.7010342608736309,0.7579044898274331,dense-multiple,1
3417,1,['org:resource'],24,bpi_challenge_2017,0.6919165208901183,0.5885128834655116,0.6200120109779323,0.6919165208901183,dense-multiple,1
3418,1,['org:resource'],25,bpi_challenge_2017,0.7123084737153983,0.6529133762770505,0.6591223258871471,0.7123084737153983,dense-multiple,1
3419,1,['org:resource'],26,bpi_challenge_2017,0.7281320729596592,0.647663083757125,0.6721271310609767,0.7281320729596592,dense-multiple,1
3420,1,['org:resource'],27,bpi_challenge_2017,0.7028238039673279,0.612862979033808,0.640205553865933,0.7028238039673279,dense-multiple,1
3421,1,['org:resource'],28,bpi_challenge_2017,0.7120426531011543,0.6329334787863099,0.6575891070043682,0.7120426531011543,dense-multiple,1
3422,1,['org:resource'],29,bpi_challenge_2017,0.7441063666581437,0.6693083284622985,0.6944099293075129,0.7441063666581437,dense-multiple,1
3423,1,['org:resource'],3,bpi_challenge_2017,0.5033797721430612,0.4721058421125483,0.43478298891716854,0.5033797721430612,dense-multiple,1
3424,1,['org:resource'],30,bpi_challenge_2017,0.7205256437539902,0.6317727589826817,0.6638011283256365,0.7205256437539902,dense-multiple,1
3425,1,['org:resource'],31,bpi_challenge_2017,0.7191665733169038,0.6346547228099281,0.6647523073631382,0.7191665733169038,dense-multiple,1
3426,1,['org:resource'],32,bpi_challenge_2017,0.729320253091078,0.6454288980617934,0.6752742156933966,0.729320253091078,dense-multiple,1
3427,1,['org:resource'],33,bpi_challenge_2017,0.7151445227107117,0.6272672687878895,0.6596407581832108,0.7151445227107117,dense-multiple,1
3428,1,['org:resource'],34,bpi_challenge_2017,0.7072012160364811,0.6295442801579073,0.6560225231993485,0.7072012160364811,dense-multiple,1
3429,1,['org:resource'],35,bpi_challenge_2017,0.7010055270693214,0.6187644524492438,0.6496027558551534,0.7010055270693214,dense-multiple,1
3430,1,['org:resource'],36,bpi_challenge_2017,0.695414770738537,0.6066232575661472,0.6398541649486477,0.695414770738537,dense-multiple,1
3431,1,['org:resource'],37,bpi_challenge_2017,0.6881641626969586,0.6078375375691751,0.6359320385851874,0.6881641626969586,dense-multiple,1
